"x='-490940.400081746'"," y='-3718593.40331236"
"x='-490757.003784395'"," y='-3718641.19752418"
"x='-490769.058627955'"," y='-3719048.20406471"
"x='-505612.48700627'"," y='-3715285.72174564"," x='-505625.476135581'"," y='-3715324.26352754"," x='-505612.48700627'"," y='-3715285.72174564"
"x='-490934.779785037'"," y='-3718465.88738838"," x='-497920.444903246'"," y='-3716255.41518081"," x='-490934.779785037'"," y='-3718465.88738838"
"x='-490891.371972787'"," y='-3718677.51175509"," x='-500157.196341849'"," y='-3724140.14424523"," x='-494896.786356886'"," y='-3702259.14716696"," x='-490891.371972787'"," y='-3718677.51175509"
"x='-491034.06650245'"," y='-3718865.07979688"," x='-491167.01582742'"," y='-3718233.74927288"," x='-491678.411085163'"," y='-3718482.40650569"," x='-491034.06650245'"," y='-3718865.07979688"
"x='-495991.423667548'"," y='-3705113.24790725"
"x='-491960.229431307'"," y='-3703664.52995622"
"x='-491380.440006712'"," y='-3702589.87238061"," x='-496357.64799358'"," y='-3716643.17821094"," x='-491380.440006712'"," y='-3702589.87238061"
"x='-491592.958893144'"," y='-3703196.68309401"
"x='-491818.676117819'"," y='-3702897.1885688"," x='-491101.476702402'"," y='-3703311.7449867"," x='-494740.864728234'"," y='-3702228.87495458"," x='-491818.676117819'"," y='-3702897.1885688"
"x='-491818.676117819'"," y='-3702897.1885688"," x='-494207.906452506'"," y='-3706117.50254782"," x='-513450.045840144'"," y='-3700424.1698998"," x='-491818.676117819'"," y='-3702897.1885688"
"x='-492050.669874645'"," y='-3703576.27701962"," x='-501743.694658917'"," y='-3723331.70394292"," x='-492050.669874645'"," y='-3703576.27701962"
"x='-492050.669874645'"," y='-3703576.27701962"," x='-490560.755077195'"," y='-3704324.06532669"," x='-492050.669874645'"," y='-3703576.27701962"
"x='-491315.927584724'"," y='-3702411.39364017"
"x='-491615.838494248'"," y='-3702566.46339392"," x='-501935.421162431'"," y='-3709226.51747077"," x='-491615.838494248'"," y='-3702566.46339392"
"x='-491515.874784239'"," y='-3703128.37958223"," x='-493156.483800514'"," y='-3703310.57270718"," x='-491515.874784239'"," y='-3703128.37958223"
"x='-492157.198877554'"," y='-3703795.93227466"
"x='-491201.937004369'"," y='-3702816.43438163"," x='-497556.781426738'"," y='-3700828.76583675"," x='-491201.937004369'"," y='-3702816.43438163"
"x='-491637.049574042'"," y='-3702570.34496054"," x='-489374.376518856'"," y='-3700729.29716053"," x='-514141.234336242'"," y='-3718079.92164762"," x='-491637.049574042'"," y='-3702570.34496054"
"x='-491831.54218328'"," y='-3703155.44135099"," x='-491161.747012105'"," y='-3717642.36144136"," x='-518836.606454774'"," y='-3711762.49376152"," x='-491831.54218328'"," y='-3703155.44135099"
"x='-491446.721770186'"," y='-3702657.88604716"," x='-502974.50056279'"," y='-3709158.21428533"," x='-491446.721770186'"," y='-3702657.88604716"
